SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 final_gik1 final_gik2
ID547 1 2 3 123 44 0.5 0.5 1 0
ID548 2 1 2 212 34 0.5 0.5 0 1
ID549 1 1 1 111 47 0.5 0.5 1 0
ID55 2 2 4 224 44 0.5 0.5 0 1
ID550 3 1 4 314 40 0.5 0.5 0 1
ID551 2 2 1 221 26 0.5 0.5 1 0
ID552 2 2 1 221 26 0.5 0.5 1 0
ID553 3 2 2 322 41 0.5 0.5 0 1
ID554 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID555 1 2 1 121 50 0.5 0.5 1 0
ID556 2 2 2 222 30 0.5 0.5 0 1
ID557 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID558 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID559 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID56 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID560 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID561 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID562 2 1 3 213 55 0.5 0.5 1 0
ID563 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID564 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID565 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID566 3 1 2 312 41 0.5 0.5 0 1
ID567 1 2 1 121 50 0.5 0.5 1 0
ID568 3 1 2 312 41 0.5 0.5 0 1
ID569 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID57 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID570 1 1 1 111 47 0.5 0.5 1 0
ID571 2 1 1 211 52 0.5 0.5 1 0
ID572 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID573 2 1 2 212 34 0.5 0.5 0 1
ID574 2 1 4 214 46 0.5 0.5 0 1
ID575 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID576 3 2 4 324 54 0.5 0.5 0 1
ID577 1 1 3 113 40 0.5 0.5 1 0
ID578 2 1 4 214 46 0.5 0.5 0 1
ID579 2 1 3 213 55 0.5 0.5 1 0
ID58 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID580 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID581 2 1 3 213 55 0.5 0.5 1 0
ID582 1 1 1 111 47 0.5 0.5 1 0
ID583 1 1 1 111 47 0.5 0.5 1 0
ID584 2 2 2 222 30 0.5 0.5 0 1
ID585 2 2 1 221 26 0.5 0.5 1 0
ID586 2 1 4 214 46 0.5 0.5 0 1
ID587 2 1 1 211 52 0.5 0.5 1 0
ID588 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID589 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID59 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID590 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID591 1 2 1 121 50 0.5 0.5 1 0
ID592 1 1 1 111 47 0.5 0.5 1 0
ID593 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID594 2 1 1 211 52 0.5 0.5 1 0
ID595 1 2 3 123 44 0.5 0.5 1 0
ID596 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID597 3 1 2 312 41 0.5 0.5 0 1
ID598 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID599 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID6 2 2 4 224 44 0.5 0.5 0 1
ID60 2 1 4 214 46 0.5 0.5 0 1
ID600 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID601 2 2 4 224 44 0.5 0.5 0 1
ID602 3 1 2 312 41 0.5 0.5 0 1
ID603 1 2 1 121 50 0.5 0.5 1 0
ID604 1 2 3 123 44 0.5 0.5 1 0
ID605 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID606 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID607 2 1 4 214 46 0.5 0.5 0 1
ID608 2 1 3 213 55 0.5 0.5 1 0
ID609 3 2 2 322 41 0.5 0.5 0 1
ID61 1 2 3 123 44 0.5 0.5 1 0
ID610 1 1 1 111 47 0.5 0.5 1 0
ID611 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID612 1 2 3 123 44 0.5 0.5 1 0
ID613 3 1 4 314 40 0.5 0.5 0 1
ID614 3 1 2 312 41 0.5 0.5 0 1
ID615 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID616 3 2 4 324 54 0.5 0.5 0 1
ID617 3 2 4 324 54 0.5 0.5 0 1
ID618 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID619 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID62 3 2 2 322 41 0.5 0.5 0 1
ID620 3 1 4 314 40 0.5 0.5 0 1
ID621 2 1 3 213 55 0.5 0.5 1 0
ID622 3 2 2 322 41 0.5 0.5 0 1
ID623 2 2 4 224 44 0.5 0.5 0 1
ID624 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID625 2 2 2 222 30 0.5 0.5 0 1
ID626 1 2 1 121 50 0.5 0.5 1 0
ID627 1 2 3 123 44 0.5 0.5 1 0
ID628 3 1 4 314 40 0.5 0.5 0 1
ID629 1 2 3 123 44 0.5 0.5 1 0
ID63 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID630 2 2 2 222 30 0.5 0.5 0 1
ID631 1 2 1 121 50 0.5 0.5 1 0
ID632 2 1 4 214 46 0.5 0.5 0 1
ID633 2 2 1 221 26 0.5 0.5 1 0
ID634 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID635 1 2 1 121 50 0.5 0.5 1 0
ID636 2 1 4 214 46 0.5 0.5 0 1
ID637 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID638 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID639 2 1 3 213 55 0.5 0.5 1 0
ID64 3 1 2 312 41 0.5 0.5 0 1
ID640 1 1 1 111 47 0.5 0.5 1 0
ID641 2 1 3 213 55 0.5 0.5 1 0
ID642 3 2 4 324 54 0.5 0.5 0 1
ID643 2 1 1 211 52 0.5 0.5 1 0
ID644 2 2 2 222 30 0.5 0.5 0 1
ID645 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID646 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID647 2 2 2 222 30 0.5 0.5 0 1
ID648 3 1 4 314 40 0.5 0.5 0 1
ID649 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID65 2 2 4 224 44 0.5 0.5 0 1
ID650 1 1 1 111 47 0.5 0.5 1 0
ID651 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID652 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID653 1 1 3 113 40 0.5 0.5 1 0
ID654 3 2 2 322 41 0.5 0.5 0 1
ID655 1 1 3 113 40 0.5 0.5 1 0
ID656 1 1 3 113 40 0.5 0.5 1 0
ID657 3 2 4 324 54 0.5 0.5 0 1
ID658 1 1 1 111 47 0.5 0.5 1 0
ID659 1 2 3 123 44 0.5 0.5 1 0
ID66 3 2 4 324 54 0.5 0.5 0 1
ID660 1 1 1 111 47 0.5 0.5 1 0
ID661 2 2 4 224 44 0.5 0.5 0 1
ID662 2 1 3 213 55 0.5 0.5 1 0
ID663 2 2 2 222 30 0.5 0.5 0 1
ID664 2 2 4 224 44 0.5 0.5 0 1
ID665 3 1 2 312 41 0.5 0.5 0 1
ID666 3 2 4 324 54 0.5 0.5 0 1
ID667 2 1 3 213 55 0.5 0.5 1 0
ID668 1 1 1 111 47 0.5 0.5 1 0
ID669 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID67 2 1 1 211 52 0.5 0.5 1 0
ID670 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID671 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID672 3 1 2 312 41 0.5 0.5 0 1
ID673 3 2 4 324 54 0.5 0.5 0 1
ID674 1 2 1 121 50 0.5 0.5 1 0
ID675 2 1 3 213 55 0.5 0.5 1 0
ID676 3 2 2 322 41 0.5 0.5 0 1
ID677 3 1 2 312 41 0.5 0.5 0 1
ID678 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID679 1 1 3 113 40 0.5 0.5 1 0
ID68 2 1 3 213 55 0.5 0.5 1 0
ID680 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID681 3 2 2 322 41 0.5 0.5 0 1
ID682 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID683 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID684 1 1 1 111 47 0.5 0.5 1 0
ID685 2 1 1 211 52 0.5 0.5 1 0
ID686 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID687 3 1 4 314 40 0.5 0.5 0 1
ID688 2 1 2 212 34 0.5 0.5 0 1
ID689 1 1 3 113 40 0.5 0.5 1 0
ID69 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID690 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID691 1 2 3 123 44 0.5 0.5 1 0
ID692 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID693 3 2 4 324 54 0.5 0.5 0 1
ID694 2 1 2 212 34 0.5 0.5 0 1
ID695 3 2 2 322 41 0.5 0.5 0 1
ID696 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID697 3 2 4 324 54 0.5 0.5 0 1
ID698 2 2 2 222 30 0.5 0.5 0 1
ID699 1 1 3 113 40 0.5 0.5 1 0
ID7 2 2 1 221 26 0.5 0.5 1 0
ID70 2 1 4 214 46 0.5 0.5 0 1
ID700 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID701 3 1 2 312 41 0.5 0.5 0 1
ID702 2 2 3 223 44 0.5 0.5 1 0
ID703 2 1 1 211 52 0.5 0.5 1 0
ID704 2 2 3 223 44 0.5 0.5 1 0
ID705 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID706 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID707 2 2 1 221 26 0.5 0.5 1 0
ID708 1 1 1 111 47 0.5 0.5 1 0
ID709 1 2 3 123 44 0.5 0.5 1 0
ID71 2 2 3 223 44 0.5 0.5 1 0
ID710 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID711 2 2 4 224 44 0.5 0.5 0 1
ID712 1 1 3 113 40 0.5 0.5 1 0
ID713 2 2 1 221 26 0.5 0.5 1 0
ID714 2 1 1 211 52 0.5 0.5 1 0
ID715 3 1 4 314 40 0.5 0.5 0 1
ID716 3 1 4 314 40 0.5 0.5 0 1
ID717 3 2 4 324 54 0.5 0.5 0 1
ID718 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID719 2 1 1 211 52 0.5 0.5 1 0
ID72 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID720 2 2 1 221 26 0.5 0.5 1 0
ID721 2 1 4 214 46 0.5 0.5 0 1
ID722 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID723 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID724 3 2 4 324 54 0.5 0.5 0 1
ID725 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID726 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID727 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID728 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID729 2 1 2 212 34 0.5 0.5 0 1
ID73 3 1 4 314 40 0.5 0.5 0 1
ID730 1 2 3 123 44 0.5 0.5 1 0
ID731 1 2 3 123 44 0.5 0.5 1 0
ID732 1 2 1 121 50 0.5 0.5 1 0
ID733 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID734 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID735 2 1 2 212 34 0.5 0.5 0 1
ID736 1 2 1 121 50 0.5 0.5 1 0
ID737 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID738 3 1 2 312 41 0.5 0.5 0 1
ID739 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID74 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID740 2 1 3 213 55 0.5 0.5 1 0
ID741 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID742 2 1 1 211 52 0.5 0.5 1 0
ID743 1 2 3 123 44 0.5 0.5 1 0
ID744 3 1 4 314 40 0.5 0.5 0 1
ID745 2 2 4 224 44 0.5 0.5 0 1
ID746 2 1 3 213 55 0.5 0.5 1 0
ID747 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID748 2 1 4 214 46 0.5 0.5 0 1
ID749 1 1 1 111 47 0.5 0.5 1 0
ID75 2 1 2 212 34 0.5 0.5 0 1
ID750 2 1 4 214 46 0.5 0.5 0 1
ID751 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID752 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID753 2 2 2 222 30 0.5 0.5 0 1
ID754 2 1 4 214 46 0.5 0.5 0 1
ID755 1 1 3 113 40 0.5 0.5 1 0
ID756 2 2 4 224 44 0.5 0.5 0 1
ID757 3 1 4 314 40 0.5 0.5 0 1
ID758 2 2 3 223 44 0.5 0.5 1 0
ID759 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID76 2 1 1 211 52 0.5 0.5 1 0
ID760 1 1 1 111 47 0.5 0.5 1 0
ID761 2 1 2 212 34 0.5 0.5 0 1
ID762 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID763 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID764 2 2 3 223 44 0.5 0.5 1 0
ID765 3 1 2 312 41 0.5 0.5 0 1
ID766 2 2 3 223 44 0.5 0.5 1 0
ID767 1 1 1 111 47 0.5 0.5 1 0
ID768 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID769 3 1 4 314 40 0.5 0.5 0 1
ID77 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID770 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID771 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID772 3 2 2 322 41 0.5 0.5 0 1
ID773 2 1 1 211 52 0.5 0.5 1 0
ID774 2 1 1 211 52 0.5 0.5 1 0
ID775 2 1 1 211 52 0.5 0.5 1 0
ID776 3 2 4 324 54 0.5 0.5 0 1
ID777 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID778 1 2 3 123 44 0.5 0.5 1 0
ID779 2 2 4 224 44 0.5 0.5 0 1
ID78 2 2 2 222 30 0.5 0.5 0 1
ID780 2 1 1 211 52 0.5 0.5 1 0
ID781 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID782 2 2 3 223 44 0.5 0.5 1 0
ID783 2 2 2 222 30 0.5 0.5 0 1
ID784 1 1 3 113 40 0.5 0.5 1 0
ID785 3 2 2 322 41 0.5 0.5 0 1
ID786 1 2 3 123 44 0.5 0.5 1 0
ID787 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID788 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID789 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID79 1 1 3 113 40 0.5 0.5 1 0
ID790 3 2 4 324 54 0.5 0.5 0 1
ID791 2 1 4 214 46 0.5 0.5 0 1
ID792 2 2 2 222 30 0.5 0.5 0 1
ID793 1 1 3 113 40 0.5 0.5 1 0
ID794 1 1 1 111 47 0.5 0.5 1 0
ID795 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID796 2 2 3 223 44 0.5 0.5 1 0
ID797 1 1 3 113 40 0.5 0.5 1 0
ID798 2 1 1 211 52 0.5 0.5 1 0
ID799 2 1 4 214 46 0.5 0.5 0 1
ID8 2 1 3 213 55 0.5 0.5 1 0
ID80 1 2 1 121 50 0.5 0.5 1 0
ID800 2 1 3 213 55 0.5 0.5 1 0
ID801 1 1 1 111 47 0.5 0.5 1 0
ID802 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID803 3 1 4 314 40 0.5 0.5 0 1
ID804 2 2 3 223 44 0.5 0.5 1 0
ID805 2 1 4 214 46 0.5 0.5 0 1
ID806 2 1 3 213 55 0.5 0.5 1 0
ID807 1 2 1 121 50 0.5 0.5 1 0
ID808 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID809 1 1 3 113 40 0.5 0.5 1 0
ID81 2 2 3 223 44 0.5 0.5 1 0
ID810 2 1 1 211 52 0.5 0.5 1 0
ID811 3 1 2 312 41 0.5 0.5 0 1
ID812 1 2 3 123 44 0.5 0.5 1 0
ID813 1 1 1 111 47 0.5 0.5 1 0
ID814 2 2 1 221 26 0.5 0.5 1 0
ID815 3 1 4 314 40 0.5 0.5 0 1
ID816 1 2 1 121 50 0.5 0.5 1 0
ID817 2 2 4 224 44 0.5 0.5 0 1
ID818 1 2 3 123 44 0.5 0.5 1 0
ID819 1 1 3 113 40 0.5 0.5 1 0
ID82 3 1 2 312 41 0.5 0.5 0 1
ID820 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID821 3 1 4 314 40 0.5 0.5 0 1
ID822 3 2 4 324 54 0.5 0.5 0 1
ID823 3 2 2 322 41 0.5 0.5 0 1
ID824 3 2 4 324 54 0.5 0.5 0 1
ID825 2 2 1 221 26 0.5 0.5 1 0
ID826 3 1 2 312 41 0.5 0.5 0 1
ID827 2 1 4 214 46 0.5 0.5 0 1
ID828 3 2 2 322 41 0.5 0.5 0 1
ID829 2 1 3 213 55 0.5 0.5 1 0
ID83 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID830 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID831 2 1 2 212 34 0.5 0.5 0 1
ID832 2 1 3 213 55 0.5 0.5 1 0
ID833 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID834 2 2 4 224 44 0.5 0.5 0 1
ID835 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID836 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID837 1 1 1 111 47 0.5 0.5 1 0
ID838 3 2 4 324 54 0.5 0.5 0 1
ID839 2 1 2 212 34 0.5 0.5 0 1
ID84 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID840 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID841 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID842 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID843 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID844 2 2 3 223 44 0.5 0.5 1 0
ID845 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID846 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID847 2 1 1 211 52 0.5 0.5 1 0
ID848 2 2 1 221 26 0.5 0.5 1 0
ID849 2 1 3 213 55 0.5 0.5 1 0
ID85 2 1 1 211 52 0.5 0.5 1 0
ID850 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID851 3 1 2 312 41 0.5 0.5 0 1
ID852 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID853 2 2 3 223 44 0.5 0.5 1 0
ID854 1 1 3 113 40 0.5 0.5 1 0
ID855 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID856 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID857 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID858 3 2 4 324 54 0.5 0.5 0 1
ID859 3 1 2 312 41 0.5 0.5 0 1
ID86 1 2 1 121 50 0.5 0.5 1 0
ID860 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID861 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID862 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID863 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID864 1 2 3 123 44 0.5 0.5 1 0
ID865 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID866 2 2 1 221 26 0.5 0.5 1 0
ID867 1 1 3 113 40 0.5 0.5 1 0
ID868 2 1 1 211 52 0.5 0.5 1 0
ID869 2 2 3 223 44 0.5 0.5 1 0
ID87 2 1 1 211 52 0.5 0.5 1 0
ID870 3 1 4 314 40 0.5 0.5 0 1
ID871 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID872 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID873 2 1 3 213 55 0.5 0.5 1 0
ID874 2 2 4 224 44 0.5 0.5 0 1
ID875 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID876 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID877 3 2 4 324 54 0.5 0.5 0 1
ID878 2 1 4 214 46 0.5 0.5 0 1
ID879 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID88 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID880 3 2 4 324 54 0.5 0.5 0 1
ID881 2 1 2 212 34 0.5 0.5 0 1
ID882 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID883 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID884 2 1 4 214 46 0.5 0.5 0 1
ID885 2 1 4 214 46 0.5 0.5 0 1
ID886 2 1 2 212 34 0.5 0.5 0 1
ID887 2 1 2 212 34 0.5 0.5 0 1
ID888 2 2 4 224 44 0.5 0.5 0 1
ID889 1 2 3 123 44 0.5 0.5 1 0
ID89 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID890 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID891 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID892 1 2 3 123 44 0.5 0.5 1 0
ID893 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID894 3 1 2 312 41 0.5 0.5 0 1
ID895 1 1 3 113 40 0.5 0.5 1 0
ID896 2 2 1 221 26 0.5 0.5 1 0
ID897 3 2 2 322 41 0.5 0.5 0 1
ID898 3 2 2 322 41 0.5 0.5 0 1
ID899 2 2 2 222 30 0.5 0.5 0 1
ID9 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID90 3 1 2 312 41 0.5 0.5 0 1
ID900 2 1 4 214 46 0.5 0.5 0 1
ID901 1 2 3 123 44 0.5 0.5 1 0
ID902 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID903 3 2 4 324 54 0.5 0.5 0 1
ID904 1 2 1 121 50 0.5 0.5 1 0
ID905 3 2 4 324 54 0.5 0.5 0 1
ID906 1 1 3 113 40 0.5 0.5 1 0
ID907 1 1 1 111 47 0.5 0.5 1 0
ID908 2 1 2 212 34 0.5 0.5 0 1
ID909 1 2 1 121 50 0.5 0.5 1 0
ID91 2 2 1 221 26 0.5 0.5 1 0
ID910 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID911 1 1 1 111 47 0.5 0.5 1 0
ID912 1 2 3 123 44 0.5 0.5 1 0
ID913 1 1 1 111 47 0.5 0.5 1 0
ID914 1 2 1 121 50 0.5 0.5 1 0
ID915 3 1 2 312 41 0.5 0.5 0 1
ID916 3 2 4 324 54 0.5 0.5 0 1
ID917 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID918 1 1 3 113 40 0.5 0.5 1 0
ID919 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID92 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID920 2 1 4 214 46 0.5 0.5 0 1
ID921 2 1 3 213 55 0.5 0.5 1 0
ID922 3 2 4 324 54 0.5 0.5 0 1
ID923 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID924 2 1 3 213 55 0.5 0.5 1 0
ID925 3 2 2 322 41 0.5 0.5 0 1
ID926 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID927 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID928 2 1 4 214 46 0.5 0.5 0 1
ID929 2 1 4 214 46 0.5 0.5 0 1
ID93 1 2 1 121 50 0.5 0.5 1 0
ID930 2 1 4 214 46 0.5 0.5 0 1
ID931 2 1 2 212 34 0.5 0.5 0 1
ID932 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID933 1 1 3 113 40 0.5 0.5 1 0
ID934 2 1 3 213 55 0.5 0.5 1 0
ID935 2 2 2 222 30 0.5 0.5 0 1
ID936 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID937 3 1 2 312 41 0.5 0.5 0 1
ID938 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID939 3 2 2 322 41 0.5 0.5 0 1
ID94 2 2 3 223 44 0.5 0.5 1 0
ID940 3 2 2 322 41 0.5 0.5 0 1
ID941 2 2 3 223 44 0.5 0.5 1 0
ID942 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID943 3 2 2 322 41 0.5 0.5 0 1
ID944 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID945 1 1 1 111 47 0.5 0.5 1 0
ID946 3 2 4 324 54 0.5 0.5 0 1
ID947 1 1 1 111 47 0.5 0.5 1 0
ID948 3 1 4 314 40 0.5 0.5 0 1
ID949 1 1 3 113 40 0.5 0.5 1 0
ID95 2 1 4 214 46 0.5 0.5 0 1
ID950 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID951 2 2 1 221 26 0.5 0.5 1 0
ID952 2 2 4 224 44 0.5 0.5 0 1
ID953 1 2 3 123 44 0.5 0.5 1 0
ID954 1 1 2 112 34 0.5 0.5 0.5177 0.4823
ID955 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID956 3 1 3 313 40 0.5 0.5 0.5177 0.4823
ID957 1 2 1 121 50 0.5 0.5 1 0
ID958 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID959 2 1 2 212 34 0.5 0.5 0 1
ID96 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID960 1 2 3 123 44 0.5 0.5 1 0
ID961 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID962 3 1 4 314 40 0.5 0.5 0 1
ID963 2 1 3 213 55 0.5 0.5 1 0
ID964 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID965 2 2 3 223 44 0.5 0.5 1 0
ID966 3 2 2 322 41 0.5 0.5 0 1
ID967 1 2 4 124 26 0.5 0.5 0.4815 0.5185
ID968 2 2 3 223 44 0.5 0.5 1 0
ID969 2 2 2 222 30 0.5 0.5 0 1
ID97 2 2 4 224 44 0.5 0.5 0 1
ID970 2 1 4 214 46 0.5 0.5 0 1
ID971 2 2 3 223 44 0.5 0.5 1 0
ID972 2 2 3 223 44 0.5 0.5 1 0
ID973 1 1 4 114 45 0.5 0.5 0.5177 0.4823
ID974 3 1 1 311 39 0.5 0.5 0.5177 0.4823
ID975 2 2 4 224 44 0.5 0.5 0 1
ID976 3 2 1 321 41 0.5 0.5 0.4815 0.5185
ID977 2 2 4 224 44 0.5 0.5 0 1
ID978 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID979 3 1 2 312 41 0.5 0.5 0 1
ID98 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID980 2 1 3 213 55 0.5 0.5 1 0
ID981 3 1 4 314 40 0.5 0.5 0 1
ID982 2 1 4 214 46 0.5 0.5 0 1
ID983 3 1 2 312 41 0.5 0.5 0 1
ID984 3 2 4 324 54 0.5 0.5 0 1
ID985 2 2 4 224 44 0.5 0.5 0 1
ID986 2 2 4 224 44 0.5 0.5 0 1
ID987 2 2 2 222 30 0.5 0.5 0 1
ID988 3 2 2 322 41 0.5 0.5 0 1
ID989 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID99 3 2 2 322 41 0.5 0.5 0 1
ID990 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID991 1 2 2 122 40 0.5 0.5 0.4815 0.5185
ID992 3 2 3 323 47 0.5 0.5 0.4815 0.5185
ID993 1 2 3 123 44 0.5 0.5 1 0
ID994 2 1 1 211 52 0.5 0.5 1 0
ID995 3 2 4 324 54 0.5 0.5 0 1
ID996 1 1 1 111 47 0.5 0.5 1 0
ID997 2 1 1 211 52 0.5 0.5 1 0
